STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_mode,Mode of transport,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EE,Estonia,2019,,42.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EE,Estonia,2020,,38.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EE,Estonia,2021,,40.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EE,Estonia,2022,,27.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EE,Estonia,2023,,20.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2008,,2.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2009,,2.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2010,,2.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2011,,1.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2012,,1.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2013,,1.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2014,,1.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2015,,1.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2016,,1.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2017,,1.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2018,,2.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2019,,2.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2020,,3.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2021,,2.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2022,,2.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,EL,Greece,2023,,1.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2008,,4.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2009,,4.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2010,,4.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2011,,5.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2012,,5.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2013,,5.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2014,,5.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2015,,5.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2016,,5.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2017,,5.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2018,,5.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2019,,4.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2020,,4.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2021,,4.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2022,,4.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,ES,Spain,2023,,4.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2008,,27.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2009,,25.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2010,,26.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2011,,27.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2012,,28.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2013,,30.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2014,,30.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2015,,27.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2016,,26.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2017,,27.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2018,,29.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2019,,26.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2020,,25.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2021,,26.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2022,,22.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FI,Finland,2023,,22.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2008,,11.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2009,,10.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2010,,9.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2011,,10.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2012,,10.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2013,,10.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2014,,10.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2015,,12.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2016,,11.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2017,,11.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2018,,10.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2019,,10.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2020,,9.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2021,,10.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2022,,10.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,FR,France,2023,,9.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2008,,22.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2009,,22.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2010,,22.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2011,,22.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2012,,22.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2013,,19.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2014,,20.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2015,,19.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2016,,19.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2017,,21.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2018,,21.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2019,,24.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2020,,25.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2021,,23.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2022,,25.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HR,Croatia,2023,,22.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2008,,25.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2009,,24.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2010,,27.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2011,,28.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2012,,29.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2013,,30.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2014,,31.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2015,,29.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2016,,28.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2017,,32.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2018,,27.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2019,,26.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2020,,29.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2021,,26.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2022,,26.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,HU,Hungary,2023,,25.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2008,,0.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2009,,0.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2010,,0.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2011,,1.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2012,,1.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2013,,1.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2014,,1.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2015,,1.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2016,,0.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2017,,0.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2018,,0.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2019,,0.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2020,,0.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2021,,0.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2022,,0.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IE,Ireland,2023,,0.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2008,,11.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2009,,9.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2010,,9.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2011,,11.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2012,,12.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2013,,11.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2014,,13.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2015,,13.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2016,,14.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2017,,13.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2018,,13.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2019,,11.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2020,,12.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2021,,12.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2022,,12.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,IT,Italy,2023,,12.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2008,,73.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2009,,70.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2010,,72.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2011,,73.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2012,,70.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2013,,66.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2014,,68.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2015,,65.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2016,,65.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2017,,66.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2018,,67.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2019,,67.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2020,,64.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2021,,62.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2022,,46.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LT,Lithuania,2023,,39.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LU,Luxembourg,2008,,9.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LU,Luxembourg,2009,,8.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LU,Luxembourg,2010,,11.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LU,Luxembourg,2011,,10.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LU,Luxembourg,2012,,7.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LU,Luxembourg,2013,,7.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LU,Luxembourg,2014,,6.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LU,Luxembourg,2015,,7.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LU,Luxembourg,2016,,6.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL,Railways,LU,Luxembourg,2017,,6.8,,,,,
